217,"Talon Dos","Las Pinas","18C. Masibay Street  Village BF Resort, Las Pinas City, Las Pinas","Ormanes Veterinary Clinic"
218,"Sikatuna Village","Quezon","3-B Anonas Extension Sikatuna Village, Quezon City, Quezon","Ibarra Dental Clinic"
219,"Putatan","Muntinlupa","4th Floor, Annex Building Muntinlupa City Ha, Putatan Muntinupa City, Muntinlupa","Office of the City Veterinarian"
220,"Tinajeros","Malabon","54 Mc Arthur Hi-Way, Potrero, Malabon City, 1470 Metro Manila, Malabon","Animal Barracks Clinic"
221,"Tinajeros","Malabon","111 Gov. Pascual, Acacia, Malabon, 1470 Metro Manila, Malabon","Animal Barracks Clinic"
222,"Santa Elena","Marikina","Marikina Valley Medical Center Incorporated, Sumulong Highway, Corner E. Aguinaldo Street, Marikina","Marikina Valley Medical Center Incorporated"
223,"Don Bosco","Paranaque","23 Russia Corner U.N., D&C Building Unit N, 2nd Floor Better Living Subdivision, Paranaque","Happy Hayop Veterinary Clinic"
224,"Cebu","Cebu City","2F Gaisano Capital - South, Cebu City","White Smile Dental Clinic"
225,"Putatan","Muntinlupa","Soldiers Hills Street, Putatan 1770,Muntinlupa City, Muntinlupa","Medical Clinical and Diagnostics Center"
226,"Pinyahan","Quezon","145 Kamias Road Extension, Quezon","ADLM Dental Clinic"
227,"Olympia","Makati","Room 506 Medical Towers, Rufino Street, Legaspi Village, Makati City,Makati City, Makati","Chugani Dental"
228,"Paco","Manila","1594 7th St. Fabie Paco, Manila, Manila","GVA Clinic"
229,"Ayala Alabang","Muntinlupa","No. 27, Block 9, Tanguile Street, Mutual Homes I & 2ii, Putatan,Muntinlupa City, Muntinlupa","Dr Aedam G Gaiser Md"
230,"Bagong Barrio West","Caloocan","31 A. T. Gener Street Corner K-3rd Street Kamuning Quezon City, Quezon","Agape Dental Works"
231,"Bagong Barrio West","Caloocan","16 Capricorn Street Carmel Subdivision Tandang Sora Quezon City, Quezon","Agape Dental Works"
232,"Bagong Barrio West","Caloocan","167 Malolos Avenue Bagong Bario Caloocan City, Caloocan","Agape Dental Works"
233,"Ermita","Manila","Alabang-Zapote Road, Alabang, Muntinlupa Metro Manila, Philippines, Muntinlupa","Healthway Clinic"
234,"Batangas City","Batangas","Stall #5 San Pascual Market , San Pascual Batangas, Batangas","Agbay Dental Clinic"
235,"San Antonio","Paranaque","Blk 4 Lot 13 San antonio Ave., San Antonio Valley 1, Sucat Paranaque, Paranaque","Hernandez Dental Clinic"
236,"San Lorenzo","Makati","Room 318 Makati Medical Center Amorsolo Street 1224,Makati City, Makati","Amorsolo Medical Center"
237,"Bel-Air","Makati","Herrera Tower, Makati City, Metro Manila,Makati City, Makati","Lorenzo Dental Clinic"
238,"Guadalupe Nuevo","Makati","2190 - B Magsaysay Street Guadalupe, Makati","Robles - Castillo Optical"
239,"Ayala Alabang","Muntinlupa","Hillside General Hospital, Kilometer 23, West Service Road,Muntinlupa City, Muntinlupa","Hillside General Hospital"
240,"Talon Dos","Las Pinas","UNIT109 TIA MARIA BLDG. CV STARR AVE. Pamplona Dos / UNIT109 TIA MARIA BLDG. CV STARR AVE. Pamplona Dos, Las Pinas","RHV Radiant Skin Personalized Facial Care Center Derma Clinic"
241,"San Lorenzo","Makati","Suite 1503, Medical Plaza Building, Dental Spa Manila, Amorsolo Street, Corner Dela Rosa Street, Legazpi Village, Makati City, 1229, Metro Manila,Makati City, Makati","Agnes Claros Pediatric Clinic"
242,"Talon Dos","Las Pinas","# 8 Vergon Ville Subdivision, Naga Road Brgy. Pulang Lupa, Las Pinas City, Las Pinas","Baliao Dental Clinic"
243,"Novaliches","Caloocan","Blk 78 Lot 59 Door H, Domingo De Ramos St., Lagro Subd., Novaliches,Quezon City, Caloocan","Evangelista Dental Clinic"
244,"Pamplona Tres","Las Pinas","Unit C Dictum Bldg., Crispina Avenue, Las Pinas Village, Las Pinas City, Las Pinas","Beautoothful Dental Clinic and Facial Salon"
245,"New Lower Bicutan","Taguig","141 M.L. Quezon Street Lower Bicutan, Taguig City, M.M,Taguig City, Taguig","Agnes Tinga Mariategue"
246,"Dela Paza","Pasig","2, Shoe Avenue Extension, Santo Niño,Marikina City, Pasig","Medina Cruz Optical"
247,"San Lorenzo","Makati","1710 Medical Plaza Building, Amorsolo Corner Dela Rosa Street, Legaspi Village, Makati City,Makati City, Makati","A Multi Specialty Dental Clinic"
248,"Magallanes","Makati","2361_E Sute1 St. Sta. Ana Manila, Makati","Santelices-Caloracan Dental Clinic"
249,"Lower Bicutan","Taguig","141 M. L. Quezon St., Lower Bicutan,Taguig City, Taguig","Villanueva-Mariategue Dental Clinic"
250,"Malate","Manila","Baranggay 719, President Quirino Avenue Boulevard Malate, Manila, Manila","Ospital ng Maynila"
251,"Pag-Asa","Mandaluyong","4th Floor Market Place Mall, General Kalentong,Mandaluyong City, Mandaluyong","Medispex"
252,"San Lorenzo","Makati","2 Amorsolo St., Legaspi Vill. 1229,Makati City, Makati","Medical Doctors INC"
253,"San Lorenzo","Makati","3rd level Mercury Drug Glorietta 3 Ayala Center, Makati","Dental World Manila"
254,"San Lorenzo","Makati","#3/L Glorietta 3, East Drive, Ayala Center, Makati City, Makati","M.L. Santos Dental Cosmetics and TMJ Center"
255,"Addition Hills","San Juan","108 - C Hoover St., San Juan City, M.M,San Juan City, San Juan","Agustin D. Mendoza IV"
256,"Manggahan","Pasig","1682 Taniman Avenue Corner Mais Street NAPICO Pasig City, Pasig","RBP Medical Clinic"
257,"Calumpang","Marikina","Old J. P. Rizal Street, Calumpang,Marikina City, Marikina","Dalde Dental"
258,"Pleasant Hills","Mandaluyong","53, Shaw Boulevard,Mandaluyong City, Mandaluyong","Dr Aida A Luz Dental Clinic"
259,"Malate","Manila","Ground Floor, Unit B3, Legaspi Towers 300, corner Roxas Blvd. and Vito Cruz Street, Manila City, Manila","AMJ Dental Clinic"
260,"Pasay City","Pasay","Health Trends Medical Clinic, Lifestyle Section, Hobbies Of Asia, 8 Diosdado Macapagal Boulevard,Pasay City, Pasay","Asianlife And General Assurance Corporation"
261,"Bacoor","Cavite","Bayanan, Bayanan, Bacoor, Cavite, Cavite","Molino Doctor's Hospital"
262,"Batangas City","Batangas","Macatangay Building Pallocan West, Batangas City, Batangas","Dimaandal Dental Clinic"
263,"Rosario","Pasig","10 Jennys Avenue, Pasig City, 1600, Metro Manila,Pasig city, Pasig","Care Asia Health Products"
264,"San Lorenzo","Makati","Commercial Unit 2B, Ordrid Tower, Oriental Garden Makati, Don Chino Roces Ave, Makati","Abelinde Dental Clinic"
265,"San Roque","Marikina","94 Katipunan Avenue White Plains Quezon City, Quezon","Skin 101"
266,"Santa Cruz","Manila","6th floor Vertex Once Bldg., San Lazaro Business Park, Sta. Cruz Manila, Manila","Urban Smiles Dental Clinic"
267,"BF Homes","Paranaque","2/F Unit F JLA Watch Tower Bldg, Elizalde St. Bf Homes, Paranaque","Dermatology Associates"
268,"Cebu","Cebu City","Ground Floor, GMC Plaza Legazpi Ext. Cebu City, Cebu City","Friendly Care Clinic"
269,"Talon Dos","Las Pinas","213 2nd Floor Estrellita Building 1, Montillano Street Alabang Muntinlupa, Muntinlupa","Cabanela - Dulay Dental Clinic"
270,"Talon Dos","Las Pinas","56 Camino Real Street Pilar Village Las Piñas, Las Pinas","Cabanela - Dulay Dental Clinic"
271,"Concepcion Uno","Marikina","E. Rodriguez Street,Marikina City, Marikina","Aileen De Vera Dental Clinic"
272,"San Antonio Village","Makati","4266 Emilia Street Corner Matanzas Street, Barangay Palanan, Makati City,Makati City, Makati","My Ob Dent"
273,"Cebu","Cebu City","28-i B. Rodriguez St., Cebu City, Cebu City","Optometrix"
274,"Ermita","Manila","8 Adriatico Condo Padre Faura Corner Bocobo Street Malate Manila, Manila","Healthway Clinic"
275,"BF Homes","Paranaque","8165 Dr. A Santos Avenue Barangay San Dionisio Parañaque City. Beside Metrobank Sucat, Paranaque","Dialysis Center of Asia And The Pacific"
276,"San Miguel","Manila","24 Mercedes Avenue San Miguel, Manila","Manaog - Domingo Dental Clinic"
277,"Tondo","Manila","Honorio Lopez Blvd. Balut, Manila","Tondo Medical Center"
278,"Veterans Village","Quezon","Unit 10 9th floor The One Executive Condominium #5 West Avenue Corner Martinez Street Quezon City, Quezon","APN Dental Clinic"
279,"Pasong Tamo","Quezon","1661 Cor. Ilang-ilang St., Area B, Camarin, Novaliches,Quezon City, Quezon","Salcedo Arabiana Dental Clinic"
280,"East Grace Park","Caloocan","6th Floor, The Big Orange Building EDSA, Caloocan","Dermhealth"
281,"Palanan","Makati","Sampaguita Corner Tarhata Street Pembo Makati City, Makati","St. Clare's Medical Center"
282,"Pasay City","Pasay","Buendia Towers Room 604, Makati Derm Surgi Center, Gil Puyat Avenue,Pasay City, Pasay","Makati Derm Center"
283,"Pio del Pilar","Makati","2nd Floor Casman Building, 1198 Quezon Avenue Quezon City, Quezon","St. John Biocare And Dialysis Center"
284,"Pio del Pilar","Makati","Unit 437 Pasong Tamo Tower, Pasong Tamo St,Makati City, Makati","Ailene F. Esporlas"
285,"Plainview","Mandaluyong","Fj & B Building, 508 Boni Avenue, Plainview,Mandaluyong City, Mandaluyong","Patients Choice Medical Industrial Laboratory"
286,"Batangas City","Batangas","P. Burgos Street, Batangas","Noemi I. Bagon Dental Clinic"
287,"Santa Ana","Pateros","1st Floor F1 Hotel 32nd Street Corner 5th Avenue, Taguig City, Pateros","Enhance Dental"
288,"Batangas City","Batangas","Batangas State University, Batangas","Borbon Dental Clinic"
289,"Talon Tres","Las Pinas","366 Real Street, Talon1, Las Pinas","Hembra Dental Clinic"
290,"Cupang","Muntinlupa","Don Jesus Boulevard, Corner West Service Road, Cupang,Muntinlupa City, Muntinlupa","Medexcel Transcriptions Incorporated"
291,"BF Homes","Paranaque","Ground Floor Nur House Building 247 El Grande Avenue, BF Internation Homes Bf Las Pinas, Paranaque","Pahila Dental Clinic"
292,"San Lorenzo","Makati","Ground Floor, National Life Insurance Building, 6762 Ayala Avenue,Makati City, Makati","Managed Care Philippines"
293,"San Dionisio","Paranaque","Doctor A Santos Avenue, Paranaque","Ideal Vision Center"
294,"Kapitolyo","Pasig","Ab Sandoval Building, Shaw Boulevard Corner Oranbo Street, Kapitolyo,Pasay City, Pasig","Watsons clinic"
295,"Almanza Dos","Las Pinas","No. 38 Unit F ERG Building., Marcoz Alvarez., Talon 5, Las Pinas, Las Pinas","Omnicare Health System Inc."
296,"South Cembo","Makati","Unit 101 IDC Plaza, 3271 Zapote Street Corner Kalayaan Avenue, Makati","Drops of Faith Dental Care"
297,"Tañong","Marikina","Sta. Monica Hospital, 138 A. Boni Avenue, Tanong,Marikina City, Marikina","Sta. Monica Hospital"
298,"Cebu","Cebu City","168 Ouano Avenue, Mandaue Reclamation Area, Mandaue City, Philippines, Mandaue City, 6014 Cebu, Cebu City","Sight & Shades Optical"
299,"Mandaue City","Cebu City","A.S Fortuna St., Bakilid, Mandaue City, Cebu City","Sight Haven"
300,"Cebu","Cebu City","Gov. M. Cuenco Ave, Cebu City, Cebu City","Sight & Shades Optical"
301,"San Lorenzo","Makati","2/F Don Jacinto Building, Dela Rosa cor. Salcedo Streets Legaspi Village, Makati City, Makati","Philippine Orthopedic Institute Incorporated"
302,"Sauyo","Quezon","#593 Quirino Highway Sauyo,Novaliches, Quezon City, Quezon","Limyu Dental Clinic"
303,"Bahay Toro","Quezon","I-c  Jupiter Street Corner Congressional Ave, Quezon","My Dental Home"
304,"Bangkal","Makati","1692, Rg Medical Center, Evangelista Street, Bangkal, Makati City, 1233, Metro Manila,Makati City, Makati","A.H. Aguila Medical Clinic"
305,"Catmon","Malabon","46-B Governor Pascual Ave. Concepcion, Malabon City, Malabon","A.C. Barrera Veterinary Clinic"
306,"Bel-Air","Makati","34th Floor, Rcbc Plaza Tower Ii, Ayala Avenue, Makati City, 1200, Metro Manila,Makati City, Makati","Family Vaccine And Specialty Clinics"
307,"Cebu","Cebu City","Rm. 419A Cebu Doctors University Hospital MAB2, Gov. M. Roa St, Cebu City, Cebu City","Albert L. Chu, MD"
308,"Potrero","Malabon","F. Cayco St. Sampaloc Manila, Manila","Sta. Teresita General Hospital"
309,"Pasay City","Pasay","707 Dominga Street,Metro Manila,Pasay City, Pasay","Daysog Alberto Junior"
310,"Plainview","Mandaluyong","Health Department - Mandaluyong City Hall, Maysilo Street,Mandaluyong City, Mandaluyong","Alberto Diaz Dental Clinic"
311,"Santa Elena","Marikina","386 J P Rizal Street, Sto Niño,Marikina City, Marikina","Enriquez Medical Clinic"
312,"Batangas City","Batangas","Batangas Medical Center, Batangas","Alberto Maranan Dental Clinic"
313,"Malamig","Mandaluyong","Unciano General Hospital, 393 Boni Avenue,Mandaluyong City, Mandaluyong","Alberto M Laigo"
314,"Addition Hills","Mandaluyong","Department Pavilion 22, National Center For Mental Health, Nueve De Febrero Street, Mandaluyong","National Center For Mental Health"
315,"Ermita","Manila","UN Avenue cor Taft Avenue, Ermita, Manila","Manila Medical Center"
316,"Urdaneta","Makati","Mati Building, 17th Floor, The Medical City, Ortigas Avenue, Pasig City, Pasig","Medicard Lifestyle Center"
317,"Urdaneta","Makati","51 Paseo De Roxas Corner Sen Gil Puyat Avenue, Makati","Medicard Lifestyle Center"
318,"San Lorenzo","Makati","51 Paseo de Roxas, Makati","Tokyo Healthlink"
319,"Bel-Air","Makati","Suite 1402, 14th Floor, Pdcp Bank Center, 8737 Paseo De Roxas, Makati City, 1200, Metro Manila,Makati City, Makati","Garces Dental Clinic"
320,"Malate","Manila","3rd Floor, Diamond Arcade, Aurora Boulevard Cubao, Quezon City, Quezon","Rubenecia Dental Clinic"
321,"Malate","Manila","936 Remedios Street Corner Agoncillo Street Malate Manila, Manila","Rubenecia Dental Clinic"
322,"Cebu","Cebu City","Rm. 310, City Savings Financial Plaza, Osmeña Blvd., Corner P. Burgos St., Cebu City, Cebu City","Sagrada Corazon Medical Health Services"
323,"West Triangle","Quezon","#48 Mary Santos Artcade West Ave., West Triangle, Quezon","V&T Dental Clinic"
324,"San Lorenzo","Makati","Room 131, New Wing, Makati Medical Center, 2, Amorsolo Street, Makati City, 1200, Metro Manila,Makati City, Makati","Dr Alecsandra Suzara"
325,"San Lorenzo","Makati","2, Room 247, North Wing, Makati Medical Center, Amorsolo Street, Corner Dela Rosa Street, Legaspi Village, Makati City, 1229, Metro Manila,Makati City, Makati","Dr Alejandro Legarda MD"
326,"San Lorenzo","Makati","816 Pasay Road, Makati City, Metro Manila, Makati","Maghari Dental"
327,"San Lorenzo","Makati","Medical Plaza Makati, Amorsolo Corner Dela Rosa Streets, Legaspi Village, Makati City,Makati City, Makati","Medical Plaza"
328,"Greenhills North","San Juan","No. 226, 3rd Floor The Health Cube Center, Wilson Street, West Greenhills,San Juan City, San Juan","HB Calleja Center for Cardiovascular Technology"
329,"Bel-Air","Makati","Unit 1106 Herrera Tower, V. A. Rufino Street, Corner Valero Street, Salcedo Village, Makati City, 1227, Metro Manila,Makati City, Makati","Dr Aleli G Magtibay Maternity Clinic"
330,"Ramon Magsaysay","Quezon","Unit 992 Ground Floor Philippines College Of Surgeons, Quezon","J.P Sioson General Hospital"
331,"Ugong","Pasig","Unit 1907, Jollibee Plaza, F. Ortigas Jr. Ave.,Formerly Emerald Ave., Ortigas Center 1605,Pasig city, Pasig","Davenben Enterprises Corp"
332,"Malate","Manila","#324 Villareal Street, Metro Manila,Pasay City, Manila","Alelita Vitug Maranan MD"
333,"Tondo","Manila","117 A Herbosa Ext., Tondo, Manila, Manila","Alemar Dental Clinic"
334,"Concepcion Uno","Marikina","49 Gen  F. Santos St. Calumbong marikina, Marikina","Alerta M. Paz Dental Clinic"
335,"Batangas City","Batangas","San Antonio Medical Center Of Lipa, Batangas","San Antonio Medical Center Of Lipa"
336,"Bagong Pag-asa","Quezon","Level 1 Trinoma Mall, North Avenue corner Edsa, Quezon","Dentaderm Clinic"
337,"San Roque","Marikina","136 J. P. Rizal Street, Barangay Kalumpang, Marikina","Kidney Clinic"
338,"San Roque","Marikina","#56 J. P. Rizal Street, Barangay San Roque,Marikina City, Marikina","Kidney Clinic"
339,"Addition Hills","Mandaluyong","Nueve de Febrero St, Mandaluyong, Metro Manila, Mandaluyong","Balbarin - Cincua Dental Clinic"
340,"Batasan Hills","Quezon","Batasan Road,Quezon City, Quezon","Tiens Wellness Center"
341,"New Zañiga","Mandaluyong","451 Boni Avenue 1550,Mandaluyong City, Mandaluyong","Alix Marcials Junior"
342,"Tondo","Manila","645 Condesa Street Binondo, Manila","Metropolitan Medical Center"
343,"Tondo","Manila","1357 Masangkay Street Sta. Cruz, Manila, Manila","Metropolitan Medical Center"
344,"Santa Cruz","Manila","Room 303 1087 Soler Street Binondo Manila City, Manila, Manila","Alex Tan Dental Clinic"
345,"Manggahan","Pasig","Amang Rodriguez Avenue, 265 Manggahan,Pasig city, Pasig","A C Alvarado Clinical and Diagnostic center"
346,"Kristong Hari","Quezon","Lower Ground Floor, Creekside Square Building, #74 Tomas Morato Avenue,Quezon City, Quezon","A. Castro Dental Office"
347,"Matandang Balara","Quezon","697 - B Tandang Sora Avenue, Old Balara Quezon City, Quezon","Dones Dental Clinic"
348,"San Antonio","Quezon","M.H. Del Pilar Street,Quezon City, Quezon","Clinic Dental"
349,"San Lorenzo","Makati","10 Floor Unit 1003, 1014-1015 Medical Plaza Building Amorsolo Corner Del Rosa Street Legaspi Village, Makati","Clinica Caritas"
350,"Pag-Asa","Mandaluyong","Ground Floor, The Marketplace Shopping Mall, General Kalentong, Mandaluyong","The Family Health Specialists, Inc."
351,"San Lorenzo","Makati","6th Floor, Filomena Building (Near Medical Plaza), Makati","Tokyo Healthlink"
352,"Marcelo Green","Paranaque","Unit B 8384 Jbm Business Center 2 West Service Road, Paranaque","Nieves Dental Clinic"
353,"Santo Niño","Quezon","No. 30 Union Civica Street Barangay San Isidro Galas Quezon City, Quezon","AJT Robles Dental Clinic"
354,"Highway Hills","Mandaluyong","Mercury Drug Stall C, Edsa, Corner Domingo M. Guevara Street, Barangay Highway Hills,Mandaluyong City, Mandaluyong","Strong N White Dental Clinic Company"
355,"San Lorenzo","Makati","Amorsolo Street, Makati City, 1223, Metro Manila,Makati City, Makati","Fc Makati Clinic"
356,"Ugong","Pasig","St. Camillus Pharmacy And Polyclinic, Eulogio Rodriguez Jr. Avenue,Pasay City, Pasig","St. Camillus Pharmacy and Polyclinic"
357,"Magallanes","Makati","62 Edsa, Pasay City, 1300, Metro Manila,Pasay City, Makati","Mendoza Dental"
358,"Bungad","Quezon","150 West Avenue Barangay Phil-Am Quezon City, Quezon","West Medical Clinic"
359,"Bel-Air","Makati","9th Floor Bdo-Epci Bank Tower Ii, Makati Avenue, Makati City, 1200, Metro Manila,Makati City, Makati","3m Health Care Markets"
360,"Barangka","Marikina","350, Barangka Drive,Mandaluyong City, Marikina","Medical Dental Clinic"
361,"San Antonio Village","Makati","9821 Kamagong Street San Antonio, Makati","Asthma Rx Center"
362,"San Lorenzo","Makati","10th Floor, Medical Plaza, Makati Condominuim, Amorsolo Street, Corner Dela Rosa Street, Makati City, Makati","Medical Plaza"
363,"Pasong Tamo","Quezon","3rd Floor Jollibee Tandang Sora Corner Visayas Avenue Quezon City, Quezon","Perez - Payawal Dermatology Aesthetic Clinic"
364,"Pinagkaisahan","Quezon","Unit 9-H Catalina Building #9 New York Street Barangay Pinagkaisahan, Quezon","Vet Lane Animal Clinic"
365,"Santa Elena","Marikina","72, P. Burgos Street,Marikina City, Marikina","MedinaCruz Optical"
